Data Set      1=Norwich                0= Peterborough ;Tno ;Site ;Hard Standing Index % ;Species ;Species Code ;Age Class ;Age Index 1=Y 2=SM 3=EM 4=M  ;Ht (m) ;dbh (mm) ;dbh (m) ;Age estimate ;Clearance Ht (m) ;Crown Depth (m) ;Pruning Index 5 = pruned within 5yrs  10 pruned between 5 and 10yrs ;Type of Prunning None= 0 CR= 1 Other = 2 Both = 3 ;N ;E ;S ;W ;Total N,S,E,W Radial Crown Spread (m) ;Average Radial Crown spread (m) ;Adjustment diameter ;Total Mean Radial Crown Spread (m) ;Crown Diameter (m) ;Grid Reference ;Superfical Geology From British Geological Survey Geology of Britain Viewer ;Soil Code 1=sand and gravel 2= Clay 3=silt ;Notes ;Ratio Crown diameter/stem diameter ;HR ;Stem diameter Jan 2017 (mm) ;2yr dia gain (mm) ;Annual Girth Increment (mm) ;Predicted crown diamet using combined formulla ;Difference ;% Variation ;Predicted Ratio using  Combine formula ;Predicted Crown Diameter ;Diference ;% variation
1;26;Hall Road, Norwich ;0;Silver Birch ;3;Y ;1;6,9;75;0,075;10;1,6;5,3;5;2;1,2;1,6;1,2;1;5;1,25;0,04;1,29;2,58;TG 22635 05990 ;Alluvium Clay silit sand and gravel ;3;Adjacent to path and road ;34,33; ; ; ; ;3,19;-0,61; ;35,18;2,64;-0,06;0,01
1;27;Hall Road, Norwich ;0;Silver Birch ;3;Y ;1;8,5;110;0,11;14;1,2;7,3;5;2;2,2;2,1;1,8;1,9;8;2;0,06;2,06;4,11;TG 22634 05987 ;Alluvium Clay silit sand and gravel ;3;Adjacent to path and road ;37,36; ; ; ; ;4,03;0,08; ;33,98;3,74;0,37;0,01
1;28;Barford Recreation Ground ;0,15;Silver Birch ;3;M ;4;16,1;360;0,36;46;1,2;14,9;10;2;4;4;4,7;4;16,7;4,18;0,18;4,36;8,71;TG 11246 07727 ;Lowerstoft formation Chalky till sand gravel and clay ;3;Corner of dirt track and road ;24,19; ; ; ; ;9,43;-0,72; ;26,7;9,61;-0,9;0,01
1;29;Barford Recreation Ground ;0,35;Norway maple ;4;EM ;3;15,4;580;0,58;61;5,4;10;5;2;5,7;5,1;7,5;6;24,3;6,08;0,29;6,37;12,73;TG 22634 05987 ;Lowerstoft formation Chalky till sand gravel and clay ;3;Adjacent to shed and playground   Planted 1980 36 years old 16mm annual ;21,95; ; ; ; ;13,23;-0,5; ;22,18;12,86;-0,13;0,01
1;30;Barford Recreation Ground ;0,6;Silver Birch ;3;M ;4;17,8;600;0,6;77;2;15,8;10;2;5,9;6,6;6,4;5,2;24,1;6,03;0,3;6,33;12,65;TG 11292 07719 ;Lowerstoft formation Chalky till sand gravel and clay ;3;Adjacent to car park entrance ;21,08; ; ; ; ;13,54;-0,89; ;21,85;13,11;-0,46;0,01
1;31;Barford Recreation Ground ;0,8;Silver Birch ;3;M ;4;17,8;520;0,52;67;1,5;16,3;10;2;4,7;4,9;4,9;4,3;18,8;4,7;0,26;4,96;9,92;TG 11292 07719 ;Lowerstoft formation Chalky till sand gravel and clay ;3;Adjacent to car park entrance ;19,08; ; ; ; ;12,29;-2,37; ;23,24;12,08;-2,16;0,01
1;32;Clarks close Barford ;0,15;Norway maple ;4;M ;4;13,8;650;0,65;68;2,5;11,3;10;2;5,4;5,9;5,8;6,4;23,5;5,88;0,33;6,2;12,4;TG 11536 07776 ;Lowerstoft formation Chalky till sand gravel and clay ;3;Previously pollarded ;19,08; ; ; ; ;14,26;-1,86; ;21,1;13,72;-1,32;0,01
1;33;Hall Road, Norwich ;0,25;Norway maple ;4;EM ;3;11,1;400;0,4;42;3,1;8;10;2;5,7;5,8;6,3;5,9;23,7;5,93;0,2;6,13;12,25;TG2231605437 ;Alluvium Clay silit sand and gravel ;3;adjacent to road and path ;30,63; ; ; ; ;10,19;2,06; ;25,75;10,3;1,95;0,01
1;34;Hall Road, Norwich ;0,05;Silver Birch ;3;Y ;1;8,3;100;0,1;13;2;6,3;0;0;1,7;1,5;2;1,9;7,1;1,78;0,05;1,83;3,65;TG2231105430 ;Alluvium Clay silit sand and gravel ;3;adjacent to road and path ;36,5; ; ; ; ;3,79;-0,14; ;34,32;3,43;0,22;0,01
1;35;Hall Road, Norwich ;0,15;Norway maple ;4;EM ;3;10,2;330;0,33;35;2,5;7,7;10;2;3,8;3,9;4,2;3,9;15,8;3,95;0,17;4,12;8,23;TG2203405421 ;Alluvium Clay silit sand and gravel ;3;adjacent to road and path ;24,94; ; ; ; ;8,85;-0,62; ;27,46;9,06;-0,83;0,01
1;36;Hall Road, Norwich ;0,02;Silver Birch ;3;Y ;1;6,9;100;0,1;13;1,9;5;5;1;1,8;2;2,1;2;7,9;1,98;0,05;2,03;4,05;TG2230005419 ;Alluvium Clay silit sand and gravel ;3;adjacent to road and path ;40,5; ; ; ; ;3,79;0,26; ;34,32;3,43;0,62;0,01
1;37;Hall Road, Norwich ;0,1;Norway maple ;4;SM ;2;7,8;260;0,26;27;3,5;4,3;5;1;3,6;3,5;3,7;3,6;14,4;3,6;0,13;3,73;7,46;TG2229105427 ;Alluvium Clay silit sand and gravel ;3;adjacent to road and path ;28,69; ; ; ; ;7,41;0,05; ;29,34;7,63;-0,17;0,01
1;38;Hall Road, Norwich ;0,3;Norway maple ;4;EM ;3;13;390;0,39; ;3,5;9,5;5;1;5,9;6;4,9;5,3;22,1;5,53;0,2;5,72;11,44;TG2227505384 ;Alluvium Clay silit sand and gravel ;3;adjacent to road and path Heavy pruned roadside comp on opp side ;29,33;HR ; ; ; ; ; ; ; ; ; ;18,63
1;39;Hall Road, Norwich ;0,3;Norway maple ;4;SM ;2;11,1;280;0,28;29;2,8;8,3;5;1;4,8;3,8;3,9;4,5;17;4,25;0,14;4,39;8,78;TG2225905372 ;Alluvium Clay silit sand and gravel ;3;adjacent to road and path ;31,36; ; ; ; ;7,83;0,95; ;28,79;8,06;0,72;0,01
1;40;Hall Road, Norwich ;0,55;Norway maple ;4;EM ;3;13;450;0,45;47;2,6;10,4;5;1;5,2;6,8;6,4;4,9;23,3;5,83;0,23;6,05;12,1;TG2232605445 ;Alluvium Clay silit sand and gravel ;3;adjacent to road and path ;26,89; ; ; ; ;11,1;1; ;24,64;11,09;1,01;0,01
1;41;Hall Road, Norwich ;0,1;Norway maple ;4;SM ;2;11,1;220;0,22;23;2,8;8,3;5;1;4,1;4,2;4,5;3,9;16,7;4,18;0,11;4,29;8,57;TG2251207316 ;Alluvium Clay silit sand and gravel ;3;adjacent to road and path ;38,95; ; ; ; ;6,55;2,02; ;30,5;6,71;1,86;0,01
1;42;The Avenues Norwich ;0,2;Norway maple ;4;EM ;3;15,2;480;0,48;50;4,1;11,1;5;1;5,5;4,2;4,9;5,3;19,9;4,98;0,24;5,22;10,43;TG2112208174 ;Sheringham Cliffs formation sand and gravel ;1;adjacent to road and path ;21,73; ; ; ; ;11,62;-1,19; ;24,02;11,53;-1,1;0,01
1;43;The Avenues Norwich ;0,6;Norway maple ;4;EM ;3;14;560;0,56;59;3,1;10,9;5;1;6,7;4,8;7,4;5,9;24,8;6,2;0,28;6,48;12,96;TG2110508155 ;Sheringham Cliffs formation sand and gravel ;1;adjacent to road and path ;23,14; ; ; ; ;12,93;0,03; ;22,52;12,61;0,35;0,01
1;44;The Avenues Norwich ;0,5;Norway maple ;4;EM ;3;15,7;590;0,59;62;5;10,7;10;2;7,1;6,1;5,7;4,8;23,7;5,93;0,3;6,22;12,44;TG2109708153 ;Sheringham Cliffs formation sand and gravel ;1;adjacent to road and path ;21,08; ; ; ; ;13,39;-0,95; ;22,01;12,99;-0,55;0,01
1;45;The Avenues Norwich ;0,4;Norway maple ;4;EM ;3;13,9;510;0,51;53;4,2;9,7;10;2;6,8;6,6;5,6;5,2;24,2;6,05;0,26;6,31;12,61;TG2106608141 ;Sheringham Cliffs formation sand and gravel ;1;adjacent to road and path ;24,73; ; ; ; ;12,12;0,49; ;23,43;11,95;0,66;0,01
1;46;The Avenues Norwich ;0,5;Norway maple ;4;EM ;3;16,2;660;0,66;69;4,8;11,4;10;2;5,5;7;5,9;4,9;23,3;5,83;0,33;6,16;12,31;TG2104408126 ;Sheringham Cliffs formation sand and gravel ;1;adjacent to road and path ;18,65; ; ; ; ;14,4;-2,09; ;20,97;13,84;-1,53;0,01
1;37;Dereham Road Norwich ;0,3;Norway maple ;4;M ;4;13,7;590;0,59;62;3,8;9,9;5;1;4,5;5,6;5,6;5,1;20,8;5,2;0,3;5,5;10,99;TG2025109399 ;Lowerstoft formation Chalky till sand gravel and clay ;3;Purple ;18,63; ; ; ; ;13,39;-2,4; ;22,01;12,99;-2;0,01
1;38;Dereham Road Norwich ;0,3;Norway maple ;4;M ;4;13,9;490;0,49;51;4;9,9;5;1;6,8;7,3;7,4;7,9;29,4;7,35;0,25;7,6;15,19;TG2027109400 ;Lowerstoft formation Chalky till sand gravel and clay ;3; ;31; ; ; ; ;11,79;3,4; ;23,82;11,67;3,52;0,01
1;39;Dereham Road Norwich ;0,4;Norway maple ;4;M ;4;13,6;610;0,61;64;4,8;8,8;5;1;4,5;4,5;6,2;5,9;21,1;5,28;0,31;5,58;11,16;TG2029109397 ;Lowerstoft formation Chalky till sand gravel and clay ;3;Purple ;18,3; ; ; ; ;13,68;-2,52; ;21,7;13,23;-2,07;0,01
1;40;Dereham Road Norwich ;0,25;Norway maple ;4;M ;4;14;460;0,46;48;3,8;10,2;5;1;5,3;6,9;5,5;5,6;23,3;5,83;0,23;6,06;12,11;TG2030909397 ;Lowerstoft formation Chalky till sand gravel and clay ;3; ;26,33; ; ; ; ;11,27;0,84; ;24,43;11,24;0,87;0,01
1;41;Dereham Road Norwich ;0,25;Norway maple ;4;M ;4;13,7;540;0,54;56;3,2;10,5;5;1;5,6;5,9;7,9;6,9;26,3;6,58;0,27;6,85;13,69;TG2032609397 ;Lowerstoft formation Chalky till sand gravel and clay ;3;Purple ;25,35; ; ; ; ;12,61;1,08; ;22,87;12,35;1,34;0,01
1;42;Dereham Road Norwich ;0,15;Norway maple ;4;M ;4;14,3;430;0,43;45;4,8;9,5;5;1;6,4;5,7;6,5;5,1;23,7;5,93;0,22;6,14;12,28;TG2035009397 ;Lowerstoft formation Chalky till sand gravel and clay ;3; ;28,56; ; ; ; ;10,74;1,54; ;25,07;10,78;1,5;0,01
1;43;Dereham Road Norwich ;0,2;Norway maple ;4;M ;4;14,5;570;0,57;60;3;11,5;5;1;5,7;5,7;6,6;6,6;24,6;6,15;0,29;6,44;12,87;TG2035009397 ;Lowerstoft formation Chalky till sand gravel and clay ;3; ;22,58; ; ; ; ;13,08;-0,21; ;22,34;12,74;0,13;0,01
1;44;Dereham Road Norwich ;0,4;Norway maple ;4;M ;4;17,5;580;0,58;61;4,6;12,9;5;1;7;7,4;7,8;7;29,2;7,3;0,29;7,59;15,18;TG2042109389 ;Lowerstoft formation Chalky till sand gravel and clay ;3; ;26,17; ; ; ; ;13,23;1,95; ;22,18;12,86;2,32;0,01
1;45;Freeman Square ;0,4;Silver Birch ;3;EM ;3;11,5;320;0,32;41;1,5;10;5;1;4,4;4,5;5;5,3;19,2;4,8;0,16;4,96;9,92;TG22034 09555 ;River terrace Sand and Gravel ;1; ;31; ; ; ; ;8,65;1,27; ;27,72;8,87;1,05;0,01
1;46;Freeman Square ;0,35;Silver Birch ;3;SM ;2;10,8;280;0,28; ;3,2;7,6;10;2;2,6;3,2;2,3;2,8;10,9;2,73;0,14;2,87;5,73;TG22003 09568 ;River terrace Sand and Gravel ;1;"Thought to be ""Tristis' ";20,46;HR ; ; ; ; ; ; ; ; ; ;22,45
1;47;Feeman Square/ Higham Street ;0,4;Norway maple ;4;M ;4;16,2;610;0,61;64;5;11,2;5;1;7,8;8,1;6,2;7,7;29,8;7,45;0,305;7,76;15,51;TG22020 09589 ;River terrace Sand and Gravel ;1; ;25,43; ; ; ; ;13,68;1,83; ;21,7;13,23;2,28;0,01
1;48;Barker Street ;0,05;Silver Birch ;3;EM ;3;11,7;310;0,31;40;1;10,7;0;0;4;3,4;3,4;4,2;15;3,75;0,155;3,91;7,81;TG 22059 09550 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;25,19; ; ; ; ;8,45;-0,64; ;27,98;8,67;-0,86;0,01
1;49;Barker Street ;0;Silver Birch ;3;EM ;3;12,9;260;0,26;33;1,5;11,4;0;0;3,7;4,1;4,1;4,5;16,4;4,1;0,13;4,23;8,46;TG 22069 09536 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;32,54; ; ; ; ;7,41;1,05; ;29,34;7,63;0,83;0,01
1;50;Barker Street ;0,4;Norway maple ;4;M ;4;15,1;550;0,55;58;7,5;7,6;10;2;5,2;5,4;5,4;5,2;21,2;5,3;0,275;5,58;11,15;TG 22080 09532 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;20,27; ; ; ; ;12,77;-1,62; ;22,69;12,48;-1,33;0,01
1;51;Bowers Ave  ;0,6;Norway maple ;4;M ;4;16,8;620;0,62;65;7,5;9,3;10;1;6,2;4,3;6,5;5,8;22,8;5,7;0,31;6,01;12,02;TG21285 10707 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;19,39; ; ; ; ;13,83;-1,81; ;21,54;13,36;-1,34;0,01
1;52;Bowers Ave  ;0,15;Norway maple ;4;M ;4;11,3;530;0,53;55;4;7,3;5;2;5,2;5,9;6,2;5,8;23,1;5,78;0,265;6,04;12,08;TG21275 10800 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;22,79; ; ; ; ;12,45;-0,37; ;23,05;12,22;-0,14;0,01
1;54;Bowers Ave  ;0,15;Norway maple ;4;M ;4;10,3;500;0,5;52;2,8;7,5;10;2;7,1;7,4;5,8;6,2;26,5;6,63;0,25;6,88;13,75;TG21290 10841 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;27,5; ; ; ; ;11,96;1,79; ;23,62;11,81;1,94;0,01
1;55;Bowers Ave  ;0,15;Silver Birch ;3;M ;4;16,1;450;0,45;58;1,8;14,3;5;2;4,4;4,1;5,8;5,3;19,6;4,9;0,225;5,13;10,25;TG 21294 10935 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;22,78; ; ; ; ;11,1;-0,85; ;24,64;11,09;-0,84;0,01
1;56;Bowers Ave  ;0,3;Silver Birch ;3;M ;4;18,7;590;0,59; ;2,4;16,3;10;2;6,4;7,5;6,8;8,1;28,8;7,2;0,295;7,5;14,99;TG21271 10983 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;25,41;HR ; ; ; ; ; ; ; ; ; ;24,09
1;57;Bowers Ave  ;0,05;Silver Birch ;3;M ;4;14,1;450;0,45;58;1;13,1;10;2;3,4;5;5,9;5,1;19,4;4,85;0,225;5,08;10,15;TG21269 10990 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;22,56; ; ; ; ;11,1;-0,95; ;24,64;11,09;-0,94;0,01
1;58;Bowers Ave  ;0,05;Silver Birch ;3;M ;4;16,6;550;0,55;71;2,5;14,1;10;2;6,1;6;6;5,5;23,6;5,9;0,275;6,18;12,35;TG21257 11039 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;22,45; ; ; ; ;12,77;-0,42; ;22,69;12,48;-0,13;0,01
1;59;Bowers Ave  ;0,05;Silver Birch ;3;M ;4;16,6;560;0,56; ;1,8;14,8;5;2;7,5;7,5;8,2;6,5;29,7;7,43;0,28;7,71;15,41;TG21266 11063 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;27,52;HR ; ; ; ; ; ; ; ; ; ;26,91
1;60;Bowers Ave  ;0,98;Norway maple ;4;M ;4;11,7;470;0,47;49;4;7,7;5;2;4,9;6,3;6,5;6;23,7;5,93;0,235;6,16;12,32;TG21243 11090 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;26,21; ; ; ; ;11,45;0,87; ;24,22;11,38;0,94;0,01
1;61;Bowers Ave  ;0,02;Norway maple ;4;EM ;3;8,7;380;0,38;40;1,8;6,9;10;2;4,9;4,6;4,7;4,5;18,7;4,68;0,19;4,87;9,73;TG21230 11037 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;25,61; ; ; ; ;9,82;-0,09; ;26,22;9,96;-0,23;0,01
1;62;Royal Norfolk Showgound ;0;Norway maple ;4;EM ;3;16,3;650;0,65;68;3,2;13,1;10;1;6,2;6,4;4,8;6,2;23,6;5,9;0,325;6,225;12,45;TG1494210255 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;19,15; ; ; ; ;14,26;-1,81; ;21,1;13,72;-1,27;0,01
1;63;Royal Norfolk Showgound ;0;Norway maple ;4;EM ;3;13,1;370;0,37;39;2,8;10,3;10;1;5,6;5;4,9;5,1;20,6;5,15;0,185;5,335;10,67;TG1497510260 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;28,84; ; ; ; ;9,63;1,04; ;26,46;9,79;0,88;0,01
1;64;Royal Norfolk Showgound ;0;Norway maple ;4;EM ;3;15,2;540;0,54;56;2,6;12,6;10;1;5,9;6,6;7,4;7,2;27,1;6,775;0,27;7,045;14,09;TG1502610258 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;26,09; ; ; ; ;12,61;1,48; ;22,87;12,35;1,74;0,01
1;65;Royal Norfolk Showgound ;0;Norway maple ;4;EM ;3;14,8;500;0,5;52;2,4;12,4;10;3;6,7;7,8;8,7;7,3;30,5;7,625;0,25;7,875;15,75;TG1505410254 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;31,5; ; ; ; ;11,96;3,79; ;23,62;11,81;3,94;0,01
1;66;Royal Norfolk Showgound ;0,45;Norway maple ;4;EM ;3;13,8;490;0,49;51;3,1;10,7;10;1;6,5;6,6;7,4;7;27,5;6,875;0,245;7,12;14,24;TG1508810236 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;29,06; ; ; ; ;11,79;2,45; ;23,82;11,67;2,57;0,01
1;67;Royal Norfolk Showgound ;0,35;Norway maple ;4;M ;4;13,8;600;0,6;63;5;8,8;10;1;5,9;6,2;5,7;5,1;22,9;5,725;0,3;6,025;12,05;TG1510110261 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;20,08; ; ; ; ;13,54;-1,49; ;21,85;13,11;-1,06;0,01
1;68;Royal Norfolk Showgound ;0,25;Norway maple ;4;EM ;3;13,7;470;0,47;49;4,8;8,9;10;1;5,3;5,6;5,8;5;21,7;5,425;0,235;5,66;11,32;TG2511910256 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;24,09; ; ; ; ;11,45;-0,13; ;24,22;11,38;-0,06;0,01
1;69;Royal Norfolk Showgound ;0,35;Norway maple ;4;EM ;3;14,4;510;0,51;53;4,8;9,6;10;1;4,7;6,8;6,5;6;24;6;0,255;6,255;12,51;TG1510210261 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;24,53; ; ; ; ;12,12;0,39; ;23,43;11,95;0,56;0,01
1;70;Royal Norfolk Showgound ;0,35;Norway maple ;4;EM ;3;14,3;490;0,49;51;4,2;10,1;10;0;6;5,7;5,4;5,8;22,9;5,725;0,245;5,97;11,94;TG2511910256 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;24,37; ; ; ; ;11,79;0,15; ;23,82;11,67;0,27;0,01
1;71;Royal Norfolk Showgound ;0,55;Norway maple ;4;EM ;3;16,1;550;0,55;58;4,5;11,6;10;0;6,8;7,2;8,3;6,2;28,5;7,125;0,275;7,4;14,8;TG 15102 10253 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;26,91; ; ; ; ;12,77;2,03; ;22,69;12,48;2,32;0,01
1;72;Royal Norfolk Showgound ;0,08;Norway maple ;4;M ;4;15,6;640;0,64;67;5;10,6;10;0;7,8;7,2;8;5,7;28,7;7,175;0,32;7,495;14,99;TG 15120 10252 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;23,42; ; ; ; ;14,12;0,87; ;21,25;13,6;1,39;0,01
1;73;Royal Norfolk Showgound ;0,12;Norway maple ;4;EM ;3;14,4;550;0,55;58;4,2;10,2;10;0;7,7;8,3;6,6;5,8;28,4;7,1;0,275;7,375;14,75;TG 15135 10251 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;26,82; ; ; ; ;12,77;1,98; ;22,69;12,48;2,27;0,01
1;74;Royal Norfolk Showgound ;0;Norway maple ;4;EM ;3;12,6;430;0,43;45;3;9,6;10;1;4,6;6,3;6,3;7;24,2;6,05;0,215;6,265;12,53;TG 15151 10252 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;29,14; ; ; ; ;10,74;1,79; ;25,07;10,78;1,75;0,01
1;75;Royal Norfolk Showgound ;0;Silver Birch ;3;EM ;3;16,9;430;0,43;55;2,5;14,4;5;0;4,2;5,6;5;4,8;19,6;4,9;0,215;5,115;10,23;TG 15151 10254 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;23,79; ; ; ; ;10,74;-0,51; ;25,07;10,78;-0,55;0,01
1;76;Royal Norfolk Showgound ;0;Silver Birch ;3;EM ;3;12,6;370;0,37;47;2,2;10,4;10;0;3,5;4,7;4,9;4,2;17,3;4,325;0,185;4,51;9,02;TG 15151 10256 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;` ;24,38; ; ; ; ;9,63;-0,61; ;26,46;9,79;-0,77;0,01
1;77;Royal Norfolk Showgound ;0;Silver Birch ;3;EM ;3;11,9;280;0,28;36;1,5;10,4;10;0;3,1;3,8;3,3;3,1;13,3;3,325;0,14;3,465;6,93;TG 15151 10257 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;24,75; ; ; ; ;7,83;-0,9; ;28,79;8,06;-1,13;0,01
1;78;Trowse Roundabout ;0;Oak ;1;Y ;1;5,5;92;0,092; ;1,9;3,6;5;2;2,4;2,6;2,6;1,7;9,3;2,325;0,046;2,371;4,742;TG24157 07046 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;51,54;HR ; ; ; ;3,6;1,14; ;34,59;3,18;1,56;0,01
1;79;Trowse Roundabout ;0;Oak ;1;Y ;1;5,6;98;0,098;9;1,8;3,8;0;0;1,8;1,7;1,7;1,8;7;1,75;0,049;1,799;3,598;TG24177 07107 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;36,71; ; ; ; ;3,75;-0,15; ;34,39;3,37;0,23;0,01
1;80;Trowse Roundabout ;18;Oak ;1;SM ;2;11,5;288;0,288;26;2;9,5;10;3;5,4;4,3;4,4;5,8;19,9;4,975;0,144;5,119;10,238;TG24169 07083 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;35,55; ; ; ; ;8;2,24; ;28,57;8,23;2,01;0,01
1;81;Wilberforce Road ;40;Silver Birch ;3;SM ;2;7,1;159;0,159;20;2,5;4,6;5;1;2,2;1,8;2;2,2;8,2;2,05;0,0795;2,1295;4,259;TG 19026 08708 ;Leet Hill Sand And Gravel Member - ;1; ;26,79; ; ; ; ;5,18;-0,92; ;32,38;5,15;-0,89;0,01
1;82;Redfern Rd ;1;Norway maple ;4;EM ;3;12,7;425;0,425;44;2,5;10,2;10;1;7,3;6,8;6,8;6,1;27;6,75;0,2125;6,9625;13,925;TG15169 10251 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;32,76; ; ; ; ;10,65;3,28; ;25,18;10,7;3,22;0,01
1;83;Earlham Green Lane ;30;Silver Birch ;3;EM ;3;15,1;234;0,234;30;3,5;11,6;5;1;3,9;4,1;2,6;2,7;13,3;3,325;0,117;3,442;6,884;TG1932709137 ;Leet Hill Sand And Gravel Member - ;1; ;29,42; ; ; ; ;6,86;0,03; ;30,09;7,04;-0,16;0,01
1;84;Earlham Green Lane ;40;Silver Birch ;3;EM ;3;17,7;274;0,274;35;3,4;14,3;10;1;3,5;3,9;2,7;2,2;12,3;3,075;0,137;3,212;6,424;TG1932709113 ;Leet Hill Sand And Gravel Member - ;1; ;23,45; ; ; ; ;7,71;-1,28; ;28,95;7,93;-1,51;0,01
1;85;Earlham Green Lane ;5;Silver Birch ;3;Y ;1;9,1;85;0,085;11;2,1;7;0;0;1,8;1,7;1,7;1,3;6,5;1,625;0,0425;1,6675;3,335;TG1942309087 ;Leet Hill Sand And Gravel Member - ;1; ;39,24; ; ; ; ;3,43;-0,1; ;34,83;2,96;0,37;0,01
1;86;Earlham Green Lane ;40;Silver Birch ;3;SM ;2;15,6;295;0,295;38;3,5;12,1;10;1;3,6;5;4,2;2,4;15,2;3,8;0,1475;3,9475;7,895;TG1947309069 ;Leet Hill Sand And Gravel Member - ;1; ;26,76; ; ; ; ;8,14;-0,25; ;28,38;8,37;-0,48;0,01
1;87;Earlham Green Lane ;45;Silver Birch ;3;M ;4;16,2;400;0,4;51;2;14,2;10;1;4,9;4;4,3;3,4;16,6;4,15;0,2;4,35;8,7;TG1945809067 ;Leet Hill Sand And Gravel Member - ;1; ;21,75; ; ; ; ;10,19;-1,49; ;25,75;10,3;-1,6;0,01
1;88;Earlham Green Lane ;55;Silver Birch ;3;M ;4;19,1;439;0,439;56;3;16,1;10;1;5,3;4,6;5,6;4,1;19,6;4,9;0,2195;5,1195;10,239;TG1946909057 ;Leet Hill Sand And Gravel Member - ;1; ;23,32; ; ; ; ;10,9;-0,66; ;24,88;10,92;-0,68;0,01
1;89;Earlham Green Lane ;40;Silver Birch ;3;EM ;3;14,3;285;0,285;37;3,2;11,1;10;1;3,2;3,8;3,3;3,1;13,4;3,35;0,1425;3,4925;6,985;TG1950809025 ;Leet Hill Sand And Gravel Member - ;1; ;24,51; ; ; ; ;7,94;-0,95; ;28,65;8,16;-1,18;0,01
1;90;Earlham Green Lane ;40;Silver Birch ;3;EM ;3;13,6;277;0,277;36;3,5;10,1;10;1;3,5;3;3;2,8;12,3;3,075;0,1385;3,2135;6,427;TG1962908954 ;Leet Hill Sand And Gravel Member - ;1; ;23,2; ; ; ; ;7,77;-1,34; ;28,87;8;-1,57;0,01
1;91;Wilberforce Road ;45;Silver Birch ;3;EM ;3;11,9;265;0,265;34;2;9,9;5;1;3,9;2,8;3,3;3,6;13,6;3,4;0,1325;3,5325;7,065;TG1880408805 ;silty clay, but can contain layers of silt, sand, peat and basal gravel  ;3; ;26,66; ; ; ; ;7,52;-0,45; ;29,2;7,74;-0,67;0,01
1;92;Wilberforce Road ;0;Silver Birch ;3;EM ;3;11;316;0,316;41;1,3;9,7;0;0;3,4;3,6;4,3;4,7;16;4;0,158;4,158;8,316;TG 19176 08499 ;silty clay, but can contain layers of silt, sand, peat and basal gravel  ;3; ;26,32; ; ; ; ;8,57;-0,25; ;27,82;8,79;-0,48;0,01
1;93;Pinebanks House ;60;Silver Birch ;3;EM ;3;13,7;280;0,28;36;1,4;12,3;10;1;3,6;2,8;2,4;2,6;11,4;2,85;0,14;2,99;5,98;TG25592 08744 ;Crag Group Sand and Gravel ;1;At 1 5m 270 10mm increase 4mm ;21,36; ; ; ; ;7,83;-1,85; ;28,79;8,06;-2,08;0,01
1;94;Pinebanks House ;20;Silver Birch ;3;EM ;3;13,5;300;0,3;38;3;10,5;10;1;2,3;2,9;3,8;2,8;11,8;2,95;0,15;3,1;6,2;TG25593 08765 ;Crag Group Sand and Gravel ;1;At 1 5m 275 25mm increase 8mm ;20,67; ; ; ; ;8,24;-2,04; ;28,24;8,47;-2,27;0,01
1;95;Pinebanks House ;35;Silver Birch ;3;EM ;3;13,6;370;0,37;47;2,5;11,1;10;1;2,8;3,9;3,8;3,8;14,3;3,575;0,185;3,76;7,52;TG25593 08771 ;Crag Group Sand and Gravel ;1;At 1 5m 348 18mm increase 6mm ;20,32; ; ; ; ;9,63;-2,11; ;26,46;9,79;-2,27;0,01
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6mm average ; ; ; ; ; ; ; ; ; ; ; ;
